ImageId,Label
268,1
269,1
270,1
271,1
272,2
273,2
274,2
275,1
276,1
277,1
278,1
279,1
280,1
281,2
282,1
283,1
284,2
285,1
286,1
287,7
288,1
289,1
290,1
291,1
292,7
293,7
294,1
295,1
296,2
297,1
298,2
299,2
300,2
301,2
302,1
303,1
304,2
305,1
306,2
307,1
308,1
309,1
310,2
311,2
312,1
313,1
314,1
315,2
316,7
317,1
318,1
319,1
320,1
321,2
322,1
323,1
324,1
325,2
326,1
327,1
328,1
329,1
330,1
331,1
332,1
333,1
334,2
335,2
336,1
337,2
338,1
339,2
340,2
341,2
342,2
343,1
344,2
345,1
346,2
347,2
348,1
349,2
350,2
351,2
352,7
353,7
354,1
355,1
356,1
357,7
358,1
359,2
360,1
361,2
362,1
363,2
364,2
365,1
366,2
367,1
368,1
369,1
370,2
371,1
372,1
373,7
374,1
375,7
376,1
377,1
378,1
379,2
380,1
381,2
382,1
383,1
384,1
385,2
386,1
387,1
388,1
389,1
390,1
391,1
392,7
393,1
394,7
395,2
396,1
397,1
398,1
399,1
400,2
401,1
402,7
403,2
404,1
405,1
406,1
407,2
408,1
409,1
410,2
411,2
412,2
413,1
414,1
415,1
416,1
417,1
418,1
419,2
420,1
421,7
422,1
423,2
424,1
425,1
426,1
427,1
428,1
429,1
430,7
431,1
432,1
433,1
434,2
435,2
436,1
437,1
438,2
439,1
440,1
441,1
442,2
443,7
444,1
445,1
446,2
447,1
448,1
449,1
450,1
451,1
452,1
453,2
454,1
455,1
456,2
457,1
458,2
459,1
460,1
461,1
462,7
463,2
464,2
465,1
466,1
467,7
468,1
469,2
470,1
471,1
472,1
473,1
474,1
475,1
476,1
477,1
478,1
479,1
480,2
481,1
482,2
483,1
484,2
485,1
486,2
487,7
488,1
489,1
490,1
491,1
492,1
493,2
494,1
495,1
496,1
497,1
498,1
499,2
500,2
501,2
502,1
503,1
504,2
505,1
506,1
507,1
508,1
509,2
510,2
511,7
512,1
513,1
514,7
515,1
516,2
517,1
518,1
519,2
520,2
521,2
522,7
523,2
524,1
525,1
526,1
527,2
528,1
529,1
530,7
531,2
532,1
533,1
534,1
535,1
536,1
537,2
538,2
539,1
540,1
541,2
542,2
543,1
544,2
545,2
546,1
547,2
548,1
549,2
550,1
551,1
552,1
553,2
554,2
555,2
556,2
557,7
558,1
559,1
560,2
561,2
562,1
563,1
564,1
565,2
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,2
576,2
577,1
578,2
579,1
580,2
581,2
582,1
583,2
584,1
585,1
586,1
587,1
588,1
589,2
590,2
591,1
592,1
593,1
594,1
595,2
596,2
597,2
598,2
599,2
600,2
601,1
602,1
603,1
604,1
605,1
606,2
607,1
608,1
609,1
610,1
611,1
612,1
613,2
614,2
615,2
616,7
617,7
618,2
619,2
620,7
621,1
622,2
623,1
624,1
625,2
626,1
627,1
628,2
629,2
630,1
631,1
632,1
633,1
634,2
635,1
636,2
637,1
638,7
639,1
640,1
641,2
642,1
643,7
644,2
645,1
646,1
647,1
648,1
649,1
650,2
651,1
652,1
653,2
654,2
655,1
656,2
657,1
658,1
659,1
660,7
661,2
662,2
663,1
664,2
665,2
666,1
667,1
668,1
669,2
670,2
671,1
672,7
673,1
674,2
675,2
676,1
677,7
678,1
679,2
680,2
681,2
682,7
683,1
684,1
685,1
686,7
687,2
688,2
689,1
690,1
691,1
692,2
693,2
694,1
695,1
696,1
697,1
698,1
699,1
700,1
701,1
702,2
703,2
704,2
705,2
706,1
707,2
708,1
709,1
710,1
711,1
712,2
713,1
714,1
715,1
716,2
717,2
718,1
719,1
720,2
721,1
722,2
723,1
724,2
725,1
726,2
727,2
728,1
729,7
730,1
731,7
732,1
733,1
734,2
735,1
736,7
737,1
738,2
739,1
740,1
741,1
742,1
743,2
744,1
745,1
746,1
747,2
748,1
749,1
750,2
751,1
752,1
753,1
754,1
755,1
756,1
757,7
758,1
759,1
760,2
761,2
762,2
763,1
764,2
765,2
766,2
767,2
768,2
769,1
770,1
771,2
772,1
773,2
774,1
775,1
776,2
777,1
778,2
779,2
780,1
781,1
782,2
783,1
784,1
785,2
786,1
787,2
788,1
789,1
790,2
791,1
792,2
793,1
794,2
795,1
796,2
797,1
798,1
799,1
800,1
801,1
802,1
803,2
804,1
805,1
806,1
807,1
808,2
809,1
810,1
811,1
812,1
813,7
814,1
815,1
816,1
817,2
818,7
819,7
820,1
821,1
822,2
823,1
824,2
825,1
826,1
827,2
828,2
829,1
830,2
831,1
832,1
833,1
834,1
835,1
836,1
837,2
838,1
839,1
840,1
841,1
842,1
843,2
844,1
845,1
846,1
847,7
848,2
849,1
850,2
851,1
852,1
853,1
854,1
855,2
856,1
857,1
858,1
859,2
860,1
861,2
862,7
863,1
864,1
865,2
866,2
867,2
868,1
869,2
870,2
871,1
872,1
873,1
874,2
875,1
876,1
877,1
878,1
879,2
880,1
881,1
882,2
883,1
884,1
885,2
886,1
887,1
888,1
889,1
890,7
891,1
892,1
893,2
894,2
895,2
896,2
897,7
898,2
899,1
900,1
901,1
902,2
903,1
904,7
905,2
906,1
907,1
908,1
909,2
910,7
911,2
912,2
913,2
914,1
915,1
916,2
917,1
918,2
919,1
920,2
921,1
922,1
923,1
924,1
925,2
926,7
927,7
928,2
929,2
930,2
931,2
932,2
933,1
934,1
935,1
936,2
937,7
938,7
939,1
940,2
941,2
942,2
943,2
944,1
945,2
946,1
947,1
948,2
949,7
950,2
951,2
952,1
953,1
954,2
955,2
956,1
957,1
958,1
959,1
960,2
961,7
962,1
963,1
964,2
965,2
966,2
967,1
968,1
969,1
970,2
971,1
972,1
973,2
974,2
975,1
976,1
977,2
978,2
979,7
980,1
981,2
982,1
983,7
984,1
985,1
986,7
987,2
988,2
989,1
990,2
991,1
992,1
993,2
994,2
995,1
996,2
997,2
998,2
999,1
1000,1
1001,2
1002,1
1003,2
1004,7
1005,1
1006,2
1007,2
1008,2
1009,1
1010,7
1011,2
1012,2
1013,2
1014,1
1015,2
1016,7
1017,2
1018,1
1019,1
1020,2
1021,1
1022,1
1023,1
1024,2
1025,2
1026,2
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,2
1038,1
1039,2
1040,2
1041,1
1042,2
1043,1
1044,1
1045,2
1046,1
1047,7
1048,1
1049,2
1050,2
1051,2
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,2
1060,7
1061,2
1062,2
1063,1
1064,2
1065,7
1066,1
1067,1
1068,2
1069,1
1070,1
1071,2
1072,1
1073,1
1074,2
1075,1
1076,2
1077,1
1078,1
1079,2
1080,1
1081,2
1082,2
1083,2
1084,1
1085,7
1086,7
1087,2
1088,1
1089,2
1090,1
1091,2
1092,1
1093,2
1094,1
1095,1
1096,2
1097,1
1098,1
1099,7
1100,2
1101,1
1102,1
1103,7
1104,1
1105,1
1106,2
1107,2
1108,2
1109,1
1110,2
1111,7
1112,2
1113,2
1114,1
1115,2
1116,1
1117,2
1118,1
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,2
1126,1
1127,1
1128,2
1129,1
1130,1
1131,2
1132,1
1133,2
1134,2
1135,1
1136,2
1137,1
1138,1
1139,1
1140,7
1141,2
1142,2
1143,1
1144,1
1145,2
1146,1
1147,1
1148,1
1149,1
1150,2
1151,1
1152,7
1153,1
1154,1
1155,1
1156,1
1157,1
1158,1
1159,1
1160,2
1161,1
1162,1
1163,1
1164,2
1165,1
1166,1
1167,1
1168,2
1169,1
1170,1
1171,1
1172,2
1173,1
1174,1
1175,1
1176,1
1177,2
1178,7
1179,2
1180,1
1181,1
1182,2
1183,2
1184,1
1185,2
1186,7
1187,2
1188,1
1189,2
1190,7
1191,7
1192,2
1193,1
1194,1
1195,1
1196,1
1197,2
1198,2
1199,7
1200,2
1201,2
1202,1
1203,1
1204,2
1205,1
1206,1
1207,1
1208,2
1209,1
1210,2
1211,1
1212,2
1213,2
1214,1
1215,1
1216,7
1217,1
1218,1
1219,1
1220,2
1221,2
1222,2
1223,1
1224,2
1225,1
1226,1
1227,1
1228,7
1229,1
1230,1
1231,1
1232,1
1233,2
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,7
1244,1
1245,2
1246,1
1247,1
1248,2
1249,1
1250,1
1251,2
1252,2
1253,2
1254,1
1255,1
1256,1
1257,7
1258,2
1259,1
1260,2
1261,1
1262,1
1263,1
1264,2
1265,2
1266,1
1267,1
1268,1
1269,1
1270,1
1271,1
1272,2
1273,1
1274,1
1275,2
1276,1
1277,2
1278,1
1279,1
1280,2
1281,1
1282,1
1283,7
1284,2
1285,7
1286,1
1287,2
1288,2
1289,1
1290,1
1291,7
1292,2
1293,2
1294,2
1295,2
1296,1
1297,7
1298,2
1299,1
1300,1
1301,2
1302,2
1303,1
1304,1
1305,2
1306,2
1307,7
1308,1
1309,2
1310,1
1311,1
1312,7
1313,1
1314,2
1315,7
1316,2
1317,2
1318,1
1319,7
1320,1
1321,1
1322,1
1323,2
1324,1
1325,1
1326,2
1327,1
1328,2
1329,1
1330,1
1331,2
1332,2
1333,2
1334,1
1335,1
1336,1
1337,1
1338,2
1339,2
1340,2
1341,2
1342,7
1343,1
1344,1
1345,1
1346,2
1347,1
1348,1
1349,1
1350,1
1351,2
1352,2
1353,7
1354,2
1355,1
1356,2
1357,1
1358,7
1359,1
1360,1
1361,1
1362,1
1363,7
1364,2
1365,1
1366,2
1367,2
1368,2
1369,2
1370,1
1371,1
1372,7
1373,2
1374,1
1375,1
1376,2
1377,1
1378,2
1379,1
1380,1
1381,1
1382,2
1383,2
1384,1
1385,7
1386,1
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,7
1395,1
1396,7
1397,1
1398,2
1399,7
1400,1
1401,1
1402,1
1403,7
1404,2
1405,1
1406,1
1407,7
1408,1
1409,1
1410,1
1411,2
1412,1
1413,1
1414,1
1415,1
1416,1
1417,7
1418,1
1419,1
1420,7
1421,1
1422,2
1423,1
1424,1
1425,1
1426,1
1427,1
1428,2
1429,1
1430,1
1431,1
1432,7
1433,1
1434,1
1435,1
1436,1
1437,7
1438,1
1439,1
1440,1
1441,2
1442,1
1443,2
1444,1
1445,1
1446,2
1447,2
1448,1
1449,1
1450,2
1451,1
1452,1
1453,1
1454,2
1455,2
1456,2
1457,2
1458,1
1459,2
1460,1
1461,1
1462,1
1463,2
1464,1
1465,2
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,2
1473,2
1474,1
1475,7
1476,2
1477,2
1478,1
1479,2
1480,1
1481,1
1482,1
1483,2
1484,1
1485,2
1486,2
1487,7
1488,1
1489,1
1490,2
1491,7
1492,2
1493,2
1494,1
1495,2
1496,2
1497,1
1498,2
1499,2
1500,1
1501,2
1502,1
1503,1
1504,2
1505,2
1506,1
1507,2
1508,1
1509,2
1510,2
1511,7
1512,1
1513,2
1514,1
1515,1
1516,1
1517,1
1518,7
1519,7
1520,7
1521,1
1522,1
1523,1
1524,1
1525,1
1526,1
1527,1
1528,1
1529,1
1530,1
1531,2
1532,1
1533,2
1534,1
1535,2
1536,1
1537,2
1538,1
1539,2
1540,2
1541,1
1542,1
1543,1
1544,1
1545,2
1546,1
1547,1
1548,7
1549,1
1550,2
1551,2
1552,2
1553,1
1554,1
1555,1
1556,7
1557,1
1558,2
1559,1
1560,2
1561,1
1562,1
1563,1
1564,7
1565,1
1566,2
1567,1
1568,1
1569,7
1570,2
1571,1
1572,2
1573,1
1574,7
1575,1
1576,1
1577,1
1578,1
1579,1
1580,2
1581,1
1582,1
1583,1
1584,1
1585,1
1586,2
1587,2
1588,1
1589,2
1590,2
1591,2
1592,2
1593,1
1594,1
1595,2
1596,1
1597,1
1598,1
1599,2
1600,1
1601,1
1602,7
1603,1
1604,1
1605,2
1606,2
1607,2
1608,1
1609,1
1610,1
1611,1
1612,1
1613,1
1614,1
1615,1
1616,1
1617,1
1618,2
1619,1
1620,1
1621,2
1622,2
1623,1
1624,1
1625,1
1626,2
1627,1
1628,2
1629,1
1630,7
1631,1
1632,1
1633,2
1634,1
1635,1
1636,2
1637,7
1638,1
1639,1
1640,1
1641,1
1642,7
1643,7
1644,1
1645,1
1646,2
1647,2
1648,1
1649,2
1650,2
1651,1
1652,7
1653,7
1654,1
1655,1
1656,1
1657,1
1658,2
1659,2
1660,1
1661,1
1662,1
1663,2
1664,1
1665,1
1666,1
1667,2
1668,2
1669,1
1670,1
1671,2
1672,1
1673,1
1674,1
1675,1
1676,1
1677,2
1678,2
1679,1
1680,1
1681,1
1682,1
1683,1
1684,2
1685,1
1686,2
1687,1
1688,1
1689,1
1690,7
1691,1
1692,1
1693,2
1694,2
1695,1
1696,1
1697,2
1698,1
1699,1
1700,2
1701,2
1702,1
1703,2
1704,7
1705,1
1706,2
1707,2
1708,1
1709,2
1710,7
1711,7
1712,1
1713,1
1714,1
1715,1
1716,1
1717,7
1718,2
1719,2
1720,1
1721,1
1722,2
1723,1
1724,2
1725,1
1726,1
1727,1
1728,1
1729,2
1730,1
1731,2
1732,2
1733,1
1734,1
1735,2
1736,2
1737,1
1738,1
1739,1
1740,2
1741,2
1742,1
1743,1
1744,1
1745,1
1746,1
1747,1
1748,2
1749,2
1750,2
1751,7
1752,1
1753,2
1754,1
1755,2
1756,1
1757,2
1758,2
1759,1
1760,2
1761,2
1762,2
1763,7
1764,1
1765,1
1766,1
1767,1
1768,1
1769,1
1770,1
1771,1
1772,2
1773,2
1774,1
1775,2
1776,2
1777,1
1778,2
1779,7
1780,2
1781,1
1782,2
1783,7
1784,2
1785,2
1786,2
1787,2
1788,2
1789,2
1790,2
1791,7
1792,1
1793,7
1794,1
1795,1
1796,2
1797,2
1798,1
1799,2
1800,1
1801,2
1802,2
1803,2
1804,2
1805,1
1806,1
1807,2
1808,2
1809,2
1810,1
1811,1
1812,1
1813,2
1814,1
1815,1
1816,1
1817,7
1818,2
1819,2
1820,2
1821,7
1822,1
1823,1
1824,1
1825,7
1826,1
1827,1
1828,2
1829,7
1830,1
1831,2
1832,2
1833,1
1834,1
1835,1
1836,2
1837,2
1838,2
1839,2
1840,1
1841,2
1842,2
1843,2
1844,1
1845,2
1846,1
1847,7
1848,1
1849,1
1850,1
1851,2
1852,1
1853,1
1854,1
1855,7
1856,1
1857,2
1858,2
1859,1
1860,7
1861,1
1862,1
1863,2
1864,7
1865,1
1866,2
1867,1
1868,1
1869,1
1870,1
1871,1
1872,2
1873,2
1874,2
1875,1
1876,2
1877,2
1878,1
1879,2
1880,7
1881,1
1882,1
1883,1
1884,1
1885,2
1886,1
1887,1
1888,1
1889,1
1890,2
1891,1
1892,1
1893,2
1894,2
1895,2
1896,1
1897,1
1898,1
1899,1
1900,1
1901,2
1902,2
1903,2
1904,1
1905,7
1906,7
1907,2
1908,2
1909,1
1910,1
1911,1
1912,2
1913,1
1914,1
1915,1
1916,7
1917,2
1918,2
1919,1
1920,1
1921,2
1922,2
1923,1
1924,2
1925,1
1926,2
1927,1
1928,1
1929,1
1930,2
1931,2
1932,2
1933,2
1934,1
1935,1
1936,1
1937,1
1938,2
1939,1
1940,2
1941,7
1942,7
1943,2
1944,7
1945,1
1946,1
1947,2
1948,2
1949,1
1950,2
1951,1
1952,1
1953,1
1954,1
1955,7
1956,7
1957,1
1958,1
1959,1
1960,1
1961,2
1962,1
1963,2
1964,1
1965,1
1966,2
1967,1
1968,1
1969,1
1970,2
1971,2
1972,1
1973,1
1974,1
1975,2
1976,2
1977,2
1978,1
1979,1
1980,2
1981,1
1982,1
1983,2
1984,1
1985,2
1986,1
1987,2
1988,1
1989,7
1990,2
1991,1
1992,1
1993,7
1994,1
1995,1
1996,2
1997,2
1998,1
1999,1
2000,7
2001,1
2002,2
2003,1
2004,2
2005,1
2006,2
2007,7
2008,7
2009,7
2010,1
2011,1
2012,1
2013,1
2014,2
2015,2
2016,1
2017,2
2018,2
2019,1
2020,1
2021,2
2022,1
2023,1
2024,2
2025,2
2026,2
2027,1
2028,1
2029,1
2030,7
2031,1
2032,1
2033,2
2034,1
2035,1
2036,1
2037,2
2038,1
2039,2
2040,2
2041,7
2042,1
2043,1
2044,1
2045,1
2046,2
2047,1
2048,2
2049,2
2050,2
2051,2
2052,1
2053,1
2054,1
2055,1
2056,1
2057,7
2058,2
2059,2
2060,1
2061,1
2062,2
2063,7
2064,2
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,7
2072,1
2073,1
2074,1
2075,2
2076,1
2077,1
2078,2
2079,2
2080,2
2081,1
2082,1
2083,1
2084,1
2085,2
2086,2
2087,2
2088,2
2089,1
2090,1
2091,7
2092,1
2093,2
2094,2
2095,1
2096,1
2097,1
2098,2
2099,1
2100,2
2101,7
2102,1
2103,1
2104,2
2105,2
2106,2
2107,1
2108,1
2109,2
2110,2
2111,2
2112,1
2113,1
2114,2
2115,2
2116,1
2117,2
2118,1
2119,2
2120,1
2121,1
2122,2
2123,1
2124,7
2125,1
2126,2
2127,2
2128,2
2129,1
2130,2
2131,2
2132,7
2133,1
2134,1
2135,1
2136,2
2137,2
2138,1
2139,1
2140,1
2141,2
2142,1
2143,1
2144,2
2145,1
2146,1
2147,2
2148,1
2149,1
2150,2
2151,7
2152,2
2153,2
2154,1
2155,1
2156,2
2157,1
2158,2
2159,2
2160,1
2161,1
2162,1
2163,1
2164,1
2165,2
2166,1
2167,1
2168,1
2169,2
2170,1
2171,1
2172,2
2173,2
2174,2
2175,1
2176,1
2177,2
2178,2
2179,1
2180,1
2181,2
2182,2
2183,2
2184,1
2185,1
2186,1
2187,1
2188,1
2189,7
2190,1
2191,7
2192,1
2193,2
2194,7
2195,1
2196,2
2197,2
2198,1
2199,1
2200,1
2201,1
2202,7
2203,1
2204,2
2205,2
2206,2
2207,2
2208,2
2209,1
2210,1
2211,2
2212,2
2213,2
2214,1
2215,1
2216,1
2217,1
2218,1
2219,1
2220,1
2221,1
2222,1
2223,1
2224,1
2225,2
2226,1
2227,1
2228,2
2229,1
2230,1
2231,1
2232,2
2233,2
2234,1
2235,1
2236,7
2237,7
2238,2
2239,2
2240,2
2241,2
2242,1
2243,1
2244,1
2245,1
2246,2
2247,2
2248,1
2249,2
2250,2
2251,1
2252,2
2253,2
2254,2
2255,1
2256,1
2257,2
2258,2
2259,2
2260,2
2261,1
2262,7
2263,2
2264,2
2265,1
2266,2
2267,1
2268,2
2269,2
2270,2
2271,1
2272,1
2273,1
2274,1
2275,7
2276,7
2277,2
2278,1
2279,1
2280,1
2281,1
2282,2
2283,1
2284,2
2285,1
2286,2
2287,1
2288,2
2289,1
2290,1
2291,1
2292,1
2293,2
2294,1
2295,1
2296,1
2297,2
2298,1
2299,1
2300,1
2301,2
2302,2
2303,2
2304,2
2305,2
2306,2
2307,2
2308,1
2309,1
2310,2
2311,1
2312,1
2313,1
2314,7
2315,1
2316,1
2317,1
2318,1
2319,1
2320,2
2321,1
2322,1
2323,2
2324,1
2325,1
2326,2
2327,1
2328,2
2329,2
2330,2
2331,2
2332,2
2333,1
2334,1
2335,2
2336,1
2337,1
2338,2
2339,1
2340,1
2341,1
2342,2
2343,1
2344,2
2345,1
2346,7
2347,1
2348,2
2349,1
2350,2
2351,7
2352,1
2353,1
2354,7
2355,2
2356,1
2357,1
2358,1
2359,1
2360,1
2361,2
2362,1
2363,1
2364,1
2365,1
2366,2
2367,2
2368,2
2369,2
2370,1
2371,2
2372,2
2373,2
2374,1
2375,1
2376,1
2377,2
2378,7
2379,2
2380,7
2381,1
2382,2
2383,1
2384,1
2385,7
2386,1
2387,1
2388,7
2389,2
2390,1
2391,1
2392,2
2393,2
2394,7
2395,7
2396,1
2397,2
2398,2
2399,1
2400,1
2401,2
2402,2
2403,2
2404,1
2405,1
2406,1
2407,1
2408,2
2409,1
2410,1
2411,1
2412,2
2413,1
2414,7
2415,2
2416,7
2417,1
2418,1
2419,2
2420,2
2421,2
2422,1
2423,2
2424,2
2425,1
2426,1
2427,1
2428,1
2429,1
2430,2
2431,1
2432,2
2433,2
2434,7
2435,1
2436,2
2437,1
2438,1
2439,2
2440,1
2441,1
2442,1
2443,7
2444,1
2445,2
2446,1
2447,2
2448,7
2449,2
2450,1
2451,2
2452,2
2453,2
2454,1
2455,1
2456,2
2457,1
2458,1
2459,1
2460,1
2461,7
2462,2
2463,1
2464,1
2465,1
2466,1
2467,2
2468,2
2469,2
2470,1
2471,7
2472,2
2473,1
2474,1
2475,2
2476,1
2477,2
2478,1
2479,2
2480,2
2481,1
2482,2
2483,1
2484,1
2485,1
2486,1
2487,1
2488,1
2489,1
2490,2
2491,1
2492,1
2493,2
2494,2
2495,1
2496,2
2497,1
2498,1
2499,1
2500,1
2501,1
2502,7
2503,2
2504,1
2505,1
2506,1
2507,2
2508,2
2509,1
2510,2
2511,2
2512,2
2513,1
2514,2
2515,2
2516,7
2517,2
2518,1
2519,2
2520,1
2521,2
2522,1
2523,2
2524,2
2525,1
2526,2
2527,1
2528,1
2529,2
2530,2
2531,2
2532,2
2533,1
2534,1
2535,7
2536,1
2537,1
2538,2
2539,1
2540,1
2541,1
2542,2
2543,2
2544,1
2545,1
2546,1
2547,2
2548,2
2549,1
2550,1
2551,1
2552,2
2553,1
2554,1
2555,2
2556,2
2557,7
2558,2
2559,1
2560,1
2561,1
2562,1
2563,1
2564,1
2565,1
2566,2
2567,2
2568,2
2569,1
2570,1
2571,2
2572,1
2573,1
2574,1
2575,1
2576,2
2577,2
2578,1
2579,2
2580,1
2581,1
2582,7
2583,1
2584,2
2585,1
2586,7
2587,1
2588,1
2589,2
2590,2
2591,1
2592,1
2593,2
2594,1
2595,2
2596,1
2597,1
2598,2
2599,1
2600,2
2601,1
2602,1
2603,1
2604,1
2605,1
2606,2
2607,2
2608,1
2609,2
2610,7
2611,1
2612,1
2613,2
2614,1
2615,1
2616,7
2617,2
2618,1
2619,2
2620,1
2621,1
2622,2
2623,1
2624,1
2625,2
2626,1
2627,1
2628,1
2629,2
2630,2
2631,2
2632,1
2633,2
2634,7
2635,1
2636,1
2637,2
2638,2
2639,2
2640,2
2641,1
2642,2
2643,1
2644,1
2645,7
2646,1
2647,1
2648,1
2649,7
2650,2
2651,1
2652,2
2653,1
2654,1
2655,2
2656,1
2657,1
2658,1
2659,2
2660,1
2661,1
2662,1
2663,2
2664,2
2665,1
2666,7
2667,1
2668,1
2669,7
2670,2
2671,2
2672,1
2673,2
2674,1
2675,2
2676,2
2677,1
2678,2
2679,2
2680,2
2681,1
2682,1
2683,1
2684,2
2685,7
2686,1
2687,1
2688,2
2689,1
2690,1
2691,2
2692,1
2693,1
2694,2
2695,1
2696,2
2697,1
2698,2
2699,7
2700,7
2701,1
2702,2
2703,2
2704,1
2705,2
2706,1
2707,1
2708,2
2709,2
2710,7
2711,1
2712,1
2713,2
2714,2
2715,1
2716,2
2717,1
2718,1
2719,2
2720,7
2721,2
2722,7
2723,2
2724,7
2725,2
2726,1
2727,1
2728,2
2729,1
2730,1
2731,2
2732,1
2733,2
2734,2
2735,1
2736,2
2737,1
2738,1
2739,1
2740,1
2741,7
2742,1
2743,1
2744,1
2745,2
2746,1
2747,2
2748,2
2749,2
2750,1
2751,7
2752,1
2753,1
2754,7
2755,1
2756,2
2757,2
2758,2
2759,2
2760,2
2761,1
2762,1
2763,1
2764,1
2765,1
2766,1
2767,1
2768,2
2769,1
2770,1
2771,2
2772,1
2773,1
2774,1
2775,2
2776,7
2777,1
2778,2
2779,1
2780,1
2781,1
2782,1
2783,1
2784,1
2785,2
2786,2
2787,1
2788,1
2789,7
2790,1
2791,7
2792,2
2793,1
2794,1
2795,1
2796,2
2797,2
2798,2
2799,1
2800,2
2801,1
2802,1
2803,1
2804,2
2805,1
2806,2
2807,2
2808,2
2809,2
2810,1
2811,1
2812,1
2813,1
2814,2
2815,1
2816,1
2817,1
2818,1
2819,1
2820,1
2821,1
2822,1
2823,2
2824,1
2825,1
2826,1
2827,2
2828,1
2829,1
2830,1
2831,1
2832,2
2833,7
2834,1
2835,2
2836,2
2837,1
2838,1
2839,1
2840,2
2841,2
2842,2
2843,1
2844,1
2845,2
2846,1
2847,2
2848,1
2849,7
2850,2
2851,1
2852,1
2853,7
2854,1
2855,2
2856,2
2857,1
2858,2
2859,1
2860,1
2861,2
2862,1
2863,2
2864,1
2865,1
2866,2
2867,2
2868,2
2869,1
2870,2
2871,1
2872,2
2873,1
2874,1
2875,7
2876,2
2877,1
2878,2
2879,1
2880,1
2881,1
2882,1
2883,2
2884,1
2885,1
2886,1
2887,1
2888,1
2889,1
2890,1
2891,1
2892,2
2893,2
2894,2
2895,1
2896,7
2897,1
2898,2
2899,1
2900,1
2901,1
2902,2
2903,1
2904,1
2905,2
2906,2
2907,2
2908,7
2909,1
2910,1
2911,1
2912,2
2913,2
2914,2
2915,7
2916,1
2917,1
2918,2
2919,1
2920,2
2921,2
2922,2
2923,1
2924,7
2925,1
2926,2
2927,7
2928,7
2929,2
2930,1
2931,1
2932,1
2933,1
2934,2
2935,7
2936,2
2937,1
2938,2
2939,1
2940,2
2941,1
2942,1
2943,7
2944,7
2945,7
2946,2
2947,1
2948,1
2949,1
2950,7
2951,1
2952,1
2953,2
2954,1
2955,1
2956,2
2957,1
2958,1
2959,1
2960,2
2961,2
2962,1
2963,7
2964,2
2965,1
2966,2
2967,1
2968,1
2969,1
2970,1
2971,2
2972,2
2973,7
2974,7
2975,1
2976,1
2977,1
2978,1
2979,1
2980,1
2981,1
2982,2
2983,1
2984,7
2985,2
2986,7
2987,1
2988,2
2989,7
2990,2
2991,2
2992,1
2993,7
2994,7
2995,1
2996,1
